0, 0
2000, 10
4000, 29
6000, 62
8000, 92
10000, 109
12000, 94
14000, 242
16000, 256
18000, 274
20000, 412
22000, 674
24000, 399
26000, 777
28000, 496
30000, 758
32000, 1056
34000, 1004
36000, 1243
38000, 1101
40000, 1711
42000, 1235
44000, 1517
46000, 2414
48000, 1601
50000, 1642
